,asin,title,overall,vote,verified,reviewTime,reviewerID,style,reviewerName,reviewText,summary,unixReviewTime,image
28,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"04 13, 2018",A38R6K4AGOC0Q3,{'Style:': ' Business'},Bryce Conner,"I have mixed feelings about this keyboard.  The action is smooth and quiet, and my wrists have been better off.  However, it is kind of awkward that the '6' got put with the '5', instead of the '7'.

The positives include having the programmable buttons, volume control, and scrolling and zooming buttons.

I wouldn't rate the keyboard 5 stars, but I would replace it with the same model, or the next.",Some of the keys awkward to use for a touch-typer,1523577600,
29,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"04 13, 2018",A3EFF6RH8WTRXO,{'Style:': ' Business'},Joey D,"I personally love this keyboard. It is extremely well made and has quiet and very nice and responsive keys. The rest is soft and comfortable. It does take a bit of getting used to but when you get it, it's a fantastic keyboard.",Quiet and responsive keys,1523577600,
30,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"04 6, 2018",AFMQ4HBT76F6V,{'Style:': ' Business'},JP-MHQP,Perfect for someone that needs an ergonomic keyboard.  Have to get used to it.,Great ergonomic keyboard.,1522972800,
31,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"04 5, 2018",ASX7ATHTXGKGF,{'Style:': ' Business'},Terese,I love this keyboard! Helps with my tendinitis,Five Stars,1522886400,
32,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"04 5, 2018",ATC5PAB29RTTP,{'Style:': ' Business'},lampposteffect,I've used these keyboards for years. They're amazing and well built.,Ergonomic and sturdy,1522886400,
33,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 30, 2018",A23USBSRHAFRB,{'Style:': ' Business'},My$.02,"I've been using these for years. Took a little time to get used to at first, but I can type much faster on this now than any other keyboard. It is a great deal more comfortable relative to the angles your arms, wrists and hands are at to the keyboard. I won't be without one!",Awesome product!,1522368000,
34,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 26, 2018",AQR6FI9TD1221,{'Style:': ' Business'},Rumplestilskin,"I like it a lot. Learning to type on it. However, after returning to a regular keyboard I struggle a little with the tighter layout of the regular keyboard.",Very Comfortable,1522022400,
35,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 23, 2018",A3MF5Y5EYYINR4,{'Style:': ' Business'},Wolf,Used this same keyboard for many years and consider it the best keyboard for ergonomic use.  I have broad shoulders and can't use a regular keyboard.  I use the keyboard for at least 8 hours every workday and they usually last for about 5-7 yrs.  Also I like the fact that is has a wire (same as with my mouse) because my experience with battery run devices is that a leaky battery (which I always seem to have) will render the device useless before its time.,Consider this the best keyboard for ergonomic use,1521763200,
36,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,1.0,,True,"03 22, 2018",A2E18AL83CJ8YS,{'Style:': ' Business'},Rochelle Neighbors,Letters began to rub off the keys within 3 weeks. Returning,Low quality,1521676800,
37,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 20, 2018",A3FEVAT7HE1Z89,{'Style:': ' Business'},W. Butler,"Second one I've purchased, one for home, one for office. I think this is the PERFECT keyboard.",World's most perfect keyboard!,1521504000,
38,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"03 19, 2018",A155CYKNJYOKMU,{'Style:': ' Business'},C W.,"It has come down in price but has been overpriced. I like it but it has not held up real well. Letters wearing off of the keys and some buttons do not want to register when typing, creating missing letters. I have since replaced it as I got tired of the errors by keys that would not register when tapped during normal typing.",I like it but it has not held up real well,1521417600,
39,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 18, 2018",A105II2H7XGRTY,{'Style:': ' Retail'},Master of Cats,"I love these, and have them on all 4 of my computers. My wife hates these and I have an alternate wireless flat keyboard for her to use when she uses one of the computers.

I'd recommend you try one of these in an ""Amazon showroom"" (lol, any big-box office store) before buying to see if you like it.

Pro tip: as with most keyboards, they work better and are also more ergonomically correct if you do NOT raise the little feet underneath. Those work AGAINST easy use, and are only so people who can't touch type and have to look at the letters on the keys. I only learned that about a year ago, this is info that should be common knowledge.","An aquired taste, but I dig it.",1521331200,
40,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 16, 2018",A24TEOVLI7CHWH,{'Style:': ' Business'},Carol O&#039;connor,takes getting used to.  But is very good,Five Stars,1521158400,
41,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 13, 2018",A3RHFGBRLNKU99,{'Style:': ' Business'},JasMarie,Its been so helpful and I love the features.,Five Stars,1520899200,['https://images-na.ssl-images-amazon.com/images/I/61IFGR4GK4L._SY88.jpg']
42,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"03 8, 2018",A3L1L1QYLCU92U,{'Style:': ' Business'},DD,"This is my favorite keyboard. Very comfortable to use. But, I probably would not buy another. I have owned three or four of these keyboards, and in all cases, certain letters have tended to rub off the tops of the keys. This happens after only a few months of use. I'm a pretty good touch typist, so it's not a huge problem, but I find it very annoying that Microsoft has not issued a revised version to take care of the problem that so many people have complained about. Otherwise, it's a great keyboard. Fix this, Microsoft, and I'll be a loyal 4000 series keyboard customer forever.",This is my favorite keyboard. Very comfortable to use,1520467200,
43,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 7, 2018",A3TJBPG9HKZ98F,{'Style:': ' Retail'},Jeffrey Pacetti,"I have used this same keyboard at work for several years and really like it.  I type quite a bit for my job and I found this keyboard in a used electronic bin at work.  I pulled it out and after about a week of getting used to having the defined split between my two hands (apparently I had a couple of bad typing habits that needed to be corrected) it has been great.  That keyboard died when I spilled some water on it (not the first time) and some of the keys quit working.  Our office manager ordered me a new one and it has been flawless.
I liked it so much that it recently came time to replace our wireless keyboard at home (Logitech Wave) because we lost the dongle and it was too old to buy a replacement dongle.  I had wanted wireless again but there seemed to be a lot of connectivity issues with the ergonomic keyboards I was reviewing.  I knew this MS keyboard was solid given the years I've used it at work, so I bought one for my home office.  My wife loves it (she doesn't usually care about any techy purchases) and I'm pleased to have the same quality and comfort at home that I've enjoyed at work for so many years.  I do wish it was wireless but now I don't have to worry about connectivity or battery issues so I'm satisfied.",Excellent quality (been using it for years at work) and comfort,1520380800,
44,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,2.0,,True,"03 6, 2018",A33GFFLBTU1Q9H,{'Style:': ' Business'},Garry Tonnesen,"Returned, couldn't get used to the shape.","Good for some, not for all.",1520294400,
45,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 5, 2018",A1WGKIQGKSPHJE,{'Style:': ' Business'},Christine C. Vanderburg,love my split keyboard...!  i have this kind for several yrs and wouldnt use anything else..,Five Stars,1520208000,
46,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,False,"03 5, 2018",A2O6538RIQVYT,{'Style:': ' Business'},Matt S. K.,"Hands down the best keyboard I've ever used!  I've spent hundreds of dollars on other keyboards (fully-detachable, mechanical, etc.), but this one, at only $35, easily beats them all.  The feel of the keyboard is truly natural.

Some things that I would have liked to have seen:
*additional 6 key on the right
* additional B key on the right
*no number pad
*programmable keys

Additionally, the space bar makes an incredible amount of noise.  It's like 10 times the loudness of the other keys.  The shortcuts don't work for me (I primarily use a Mac), and they don't really look all that helpful anyway (using the dedicated undo button on the top row of the keyboard vs. just using the ctrl/cmd + z motion).

Despite those shortcomings, this product is still leaps and bounds above the rest.",Surprisingly great keyboard!,1520208000,
47,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"03 3, 2018",A3O181HUA6725U,{'Style:': ' Business'},David D.,"Great keyboard, very comfortable, dependable and reliable. Excellent seller as well, fast Prime shipping, buy with confidence.",Five Stars,1520035200,
48,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"03 2, 2018",AU8O32XNE5UM5,{'Style:': ' Retail'},Ted Ichino,"Works fine, but I like my ancient Microsoft keyboard better. My old one suddenly got reliable again, so I'm mostly using it. I hope the new one is as reliable--I broke a couple of keyboards from other makers before returning to Microsoft",Works fine. Hope it holds up,1519948800,
49,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,4.0,,True,"03 1, 2018",A2TS1DKEGYYFMY,{'Style:': ' Business'},Guadalupe F.,Easy. New product. No issues.,WYSIWYG,1519862400,
50,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 28, 2018",A1FWCRS6IP77DK,{'Style:': ' Business'},Amazon Customer,"If you do a lot of coding, you should have this to protect your hands and wrist. There is an adjustment period. I wouldn't recommend for designers",Must have,1519776000,
51,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,False,"02 27, 2018",A154YGTDAQK2LA,{'Style:': ' Retail'},TheMatrix,"Keyboard is comfortable to use, but keys have too much spring to type really fast. Wrist support works well.
6 key is on the left. As a touch typist I find this annoying. It should be on the right..
The N key is extra wide and has caused typos for me.
Still trying to figure out what some specialty keys do. Documentation is inadequate. Tsk, tsk, Microsoft.","Keyboard is comfortable to use, but keys have too much spring to type really fast.",1519689600,
52,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 26, 2018",A2Y9H64HHR7I0Z,{'Style:': ' Business'},Michael Taggart,This keyboard is fantastic. Works great!,"Takes some time getting used to, but very much worth the change.",1519603200,
53,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"02 25, 2018",AG7ADU7NEWD4K,{'Style:': ' Business'},rjohn,"I'm not sure I like the backward tilt. I will probably get used to it, but for now, I don't really like it.",I'm not sure I like the backward tilt,1519516800,
54,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 22, 2018",A2MGZBO4CETSNM,{'Style:': ' Retail'},djsorceress,This is the type of keyboard that my husband uses and he just loves this one,Five Stars,1519257600,
55,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 22, 2018",A2I3PKQ96Y07KC,{'Style:': ' Business'},CathyU,love this keyboard.  ordered a second one for my home.  used it now for a few years,Love this keyboard ordered a second one for my home,1519257600,
56,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,1.0,,False,"02 21, 2018",A2R2KH4TPA2UCO,{'Style:': ' Business'},Minnesota,"threw out the 3rd one in 2 years. keys rub off in months and the things lock up and die.
JUNK",JUNK,1519171200,
57,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,3.0,,True,"02 20, 2018",A3911KPMPOQWA7,{'Style:': ' Business'},Ojou-Chan,"Love it, but how come the keyboard is short life?  I love this keyboard but this is my 3rd one.  Somehow, it only lives for 1 to 2 years and die.  So I am sure I will be buying this again at the end of this year.",short-lived,1519084800,
58,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 17, 2018",A1WDH8O30ZC16S,{'Style:': ' Business'},Atomic Kitty,"I hope they never get rid of keyboards like these.
Originally I was having to buy these new for 80 bucks. Love the price drop after all these years. Been using this type and brand of keyboard for the past decade. My wrists love this set-up and I refuse to go back to the standard flat keyboard. Please never get rid of the wired version of this.","Good price, Great product.",1518825600,['https://images-na.ssl-images-amazon.com/images/I/610iYIsv3VL._SY88.jpg']
59,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 16, 2018",A1K7HG5NNTJWAS,{'Style:': ' Business'},Feed Man,"Best keyboard on the market.  My arms never tire.  Has five buttons for stored bookmarks, a zoom button for old age and many quick step buttons",Best keyboard available,1518739200,
60,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,5.0,,True,"02 15, 2018",AVCIO40FIQC3K,{'Style:': ' Business'},StevO,my favorite keyboard,Five Stars,1518652800,
61,B000A6PPOK,Microsoft Natural Ergonomic Keyboard 4000,2.0,,True,"02 14, 2018",ABXHM39YM2NT1,{'Style:': ' Business'},Rhode Island Deals,"For such a luxurious looking and feeling keyboard, I could not have been more disappointed,.  I could not get used to the large split in the middle, dividing the keys.  To me, the split looks much bigger in person, than it does in the photo.  My hands simply would not conform to this new position - extremely awkward.  The quality of the keyboard is gorgeous and I was disappointed to have to return it.  I just don't see how this is considered 'ergonomic'..... since when do we want to turn our hands inwards while typing?",Not for me --,1518566400,
